text,label
"Andraž si je kupil novo šolsko torbo.",1
"Ivan vsakega vidi, le sebe ne.",1
"ebi poglej.",1
"Neosebni samostalniški zaimki (kot že ime samo pove) ne izražajo slovnične osebe in so lahko samo v ednini.Sklanjanje neosebnih samostalniških zaimkov:Posamostaljeni pridevniki so besede, ki so bile prvotno pridevniki, z izgubo samostalnika ob sebi pa so prevzeli sami funkcijo samostalnika (na primer dežurni (zdravnik)).",1
"Ohranili so pridevniško sklanjatev, torej jih sklanjamo kot pridevnik (npr.",1
"ski, Trebnje, Visoko ...).Samostálniška beséda je ena od besednih vrst, ki poimenuje bitja, predmete ali pojme ter ji je lasten spol (ženski, moški ali srednji), število (ednina, dvojina ali množina), sklon in sklanjatev.",1
"akoli predstavnika znotraj iste vrste stvarnosti (npr.",1
"me, npr.",1
"ničto končnica v imen.",1
"la, nekatere pa lahko uporabljamo zgolj v ednini ali množini. Edninski samostalniki so npr.",1
"ko uporabimo samostalniški (ali posamostaljeni) zaimek.",1
"iške zaimke (osebe ne moremo določiti: nekaj, kar, kdo).",1
"vidi, le sebe ne.",1
"Še pri sebi poglej.",1
"a imena (Dostojevski, Koseski, Trebnje, Visoko ...).Samostálniška beséda je ena od besednih vrst, ki poimenuje bitja, predmete ali pojme ter ji je lasten spol (ženski, moški ali srednji), število (ednina, dvojina ali množina), sklon in sklanjatev.",1
"lahko poimenujemo kateregakoli predstavnika znotraj iste vrste stvarnosti (npr.",1
"nc-a).",1
"jo praviloma vsa tri števila, nekatere pa lahko uporabljamo zgolj v ednini ali množini. Edninski samostalniki so npr.",1
"navadnega samostalnika lahko uporabimo samostalniški (ali posamostaljeni) zaimek.",1
"...) in neosebne samostalniške zaimke (osebe ne moremo določiti: nekaj, kar, kdo).",1
"olsko torbo.",1
"Besédna vŕsta je skupina besed z istimi slovničnimi značilnostmi. Slovenščina pozna po Slovenskem pravopisu 2001 devet besednih vrst: samostalniško besedo, pridevniško besedo, glagol, prislov, predlog, členek, veznik, medmet in povedkovnik.",1
"Sicer različni jezikoslovci navajajo različno število besednih vrst, zlasti povedkovnika marsikateri jezikoslovec ne šteje za samostojno besedno vrsto.",1
"Posredno ali neposredno poimenujejo bitja, stvari in pojme.",1
"ek ali jedro povedka.",1
"Sam glagol izraža: dejanje, dogajanje, obstajanje, stanje, zaznavanje,...",1
"Primeri: delati, sedeti, videti, leteti, brati, teči, učiti se,...",1
"Vrste prislovov:Nepregibna beseda, ki izraža odnose med besedami stavkaPrimeri: k-h, s-z, v, iz, za, na...",1
"samoglasniki.Vezniki povezujejo besede in stavke.",1
"Primeri: ki, ko, ker, da, če, čeprav, in, ampak, zato, vendar ...",1
"S členkom spreminjamo pomen celotne povedi. Po členku se ne moremo vprašati. Členki niso samostojni stavčni členi.Primeri: tudi, le, seveda, že, menda ...",1
"Medmeti (interjekcije) so besede stavki – pastavki. Izražajo človekovo razpoloženje, posnemajo naravne glasove ipd.",1
"rst: samostalniško besedo, pridevniško besedo, glagol, prislov, predlog, členek, veznik, medmet in povedkovnik.",1
"Vrste:Vrste:Glagol je besedna vrsta, ki v stavku tvori povedek ali jedro povedka.",1
"eteti, brati, teči, učiti se,...",1
"h se piše pred mehkonebnima fonemoma g in kk pa se piše pred vsemi ostalimi črkami abecedes pišemo pred nezvenečimi nezvočniki: c č f h k p s š t; ali (ta suhi škafec pušča)z pišemo pred zvenečimi nezvočniki: b d g z ž, zvočniki: m n r l j v in samoglasniki.Vezniki povezujejo besede in stavke.",1
"injamo pomen celotne povedi. Po členku se ne moremo vprašati. Členki niso samostojni stavčni členi.Primeri: tudi, le, seveda, že, menda ...",1
"zikoslovci navajajo različno število besednih vrst, zlasti povedkovnika marsikateri jezikoslovec ne šteje za samostojno besedno vrsto.",1
"za, na...",1
"menda ...",1
"Wikipedija projektne strani z natanko takim imenom še nima.",1
"Uporabniki projekta Wikipedija lahko to pogovorno stran uporabijo za objavo javnega sporočila o urejanjih z IP-naslova, ki ga trenutno uporabljate.",1
"Številni IP-naslovi se redno spreminjajo in so pogosto skupni več ljudem.",1
"Da bi se izognili zamenjevanju z drugimi odjavljenimi uporabniki, si lahko ustvarite račun ali se prijavite.",1
"Ustvaritev računa tudi skrije vaš IP-naslov.",1
"rabljate.",1
"porabniki, si lahko ustvarite račun ali se prijavite.",1
"pogovorno stran uporabijo za objavo javnega sporočila o urejanjih z IP-naslova, ki ga trenutno uporabljate.",1
"reminjajo in so pogosto skupni več ljudem.",1
"Povédkovnik je polnopomenska besedna vrsta, katere skladenjska vloga je povedkovo določilo: všeč, rad, mraz ...",1
"Nekateri so mogoči le v vlogi povedkovega določila (všeč, bot ...), vendar med povedkovnike sodijo tudi opisni deležniki na -n, -l, -t ter nedoločniki ob naklonskih in večstopenjskih glagolih.",1
"Lahko so osebni (tiho v tiho sem, všeč v všeč sem) oziroma neosebni (hudo v hudo je, deževno v deževno je).",1
"Večinoma so nepregibni, obstajajo pa tudi pregibni povedkovniki (deležniki, ràd ráda -o).",1
"stokrat štejejo povedkovnike med prislove – tudi v prvi izdaji Slovarja slovenskega knjižnega jezika.",1
"Kot samostojno besedno vrsto je povedkovnik (in tudi členek) vpeljal Jože Toporišič v osemdesetih letih 20. stoletja.",1
"d.",1
"Zaradi svoje tvorjenosti in tudi sicer so slednji besednovrstno nejasni.Povedkovniki so praviloma nepregibni, s tem da se t. i. pridevniški povedkovniki lahko pregibajo po spolu in številu ter stopnjujejo, t. i. samostalniški povedkovniki pa se pregibajo le po številu.",1
"i na -n, -l, -t ter nedoločniki ob naklonskih in večstopenjskih glagolih.",1
"Pogostokrat štejejo povedkovnike med prislove – tudi v prvi izdaji Slovarja slovenskega knjižnega jezika.",1
"tere slovnične kategorije vsebujejo, bi jih lahko nadalje delili na pridevniške, prislovne in samostalniške:Pravi povedkovniki so lahko tudi medmeti (joj/prejoj v To bo joj/prejoj.) in tudi sklopi tipa boglonaj (v On jim je boglonaj.), bogpomagaj (v Z njim je bogpomagaj.) ipd.",1
"vedkovniki pa se pregibajo le po številu.",1
"ovedkovniki (deležniki, ràd ráda -o).",1
"j.), bogpomagaj (v Z njim je bogpomagaj.) ipd.",1
"Glágol je pregibna besedna vrsta, ki v stavku tvori povedek ali jedro povedka.",1
"Z glagoli poimenujemo stanje, dejanje, dogajanje, obstajanje, zaznavanje, spreminjanje, razmerje do dejanja.",1
"Lahko jim določimo:Poznamo osebno in neosebno glagolsko obliko.",1
"Glede na glagolski vid poznamo dovršne in nedovršne glagole.",1
"Dovršni glagoli so tisti, pri katerih je dogajanje omejeno v trajanju, označujejo dejanje, ki je bilo ali bo narejeno, na primer Prišel sem, popravil bom kolo.",1
"ajanje ni omejeno (na primer hodil je, popravljal bo marsikaj).",1
"Ob njih so včasih glagoli začetka (na primer začel je plezati).",1
"Veliko glagolov ima skupen glagolski vid.",1
"Na primer: anketirati, dekodirati, gravirati, konstruirati, nadevati, upoštevati ...",1
"Glagol je prehoden, kadar glagolsko dejanje prehaja na predmet oziroma na glagolsko dejavnost, koga ali kaj prizadeva (na primer brcniti žogo, igrati igro).",1
"i ob sebi nimajo predmetov (na primer hoditi, spati).",1
"Stavki z glagolom v neprehodni obliki imajo samostalnik v imenovalniku.",1
"Sem spadajo glagoli gibanja in stanja (na primer teči, mirovati).",1
"Glagolski način je lahko tvorni ali trpni.Pri tvornem načinu je osebek vršilec dejanja, na primer jaz pojem pesem.",1
"Pri trpnem načinu, na primer pesem je peta (od mene), je od dejanja prizadet osebek, vršilec dejanja pa je lahko izpuščen ali je prislovno določilo (v tem primeru je »od mene« prislovno določilo izvora).",1
"edek je pri trpniku sestavljen iz vezi in povedkovega določila, ki je v tem primeru deležnik.",1
"Glagol se pregiba po:Poznamo tri osebe (1., 2., 3.)1.oseba: gledam, gledava, gledamo2.oseba: gledaš, gledata, gledate3.oseba: gleda, gledata, gledajoSlovenščina ima štiri glagolske čase:Ta članek o jeziku je škrbina.",1
"Pomagajte Wikipediji in ga razširite.",1
", razmerje do dejanja.",1
"Nedovršni glagoli so tisti, pri katerih trajanje ni omejeno (na primer hodil je, popravljal bo marsikaj).",1
"id.",1
"Iz njih lahko naredimo neprehodne z besedo se, na primer nogomet se igraNeprehodni glagoli so tisti, ki ob sebi nimajo predmetov (na primer hoditi, spati).",1
"na primer teči, mirovati).",1
"Povedek je pri trpniku sestavljen iz vezi in povedkovega določila, ki je v tem primeru deležnik.",1
"ava, gledamo2.oseba: gledaš, gledata, gledate3.oseba: gleda, gledata, gledajoSlovenščina ima štiri glagolske čase:Ta članek o jeziku je škrbina.",1
"tisti, pri katerih je dogajanje omejeno v trajanju, označujejo dejanje, ki je bilo ali bo narejeno, na primer Prišel sem, popravil bom kolo.",1
"golsko dejavnost, koga ali kaj prizadeva (na primer brcniti žogo, igrati igro).",1
"mer pesem je peta (od mene), je od dejanja prizadet osebek, vršilec dejanja pa je lahko izpuščen ali je prislovno določilo (v tem primeru je »od mene« prislovno določilo izvora).",1
"in ga razširite.",1
"Ta članek o jeziku je škrbina.",1
"Stran je namenjena splošnim razpravam in vprašanjem o različnih vidikih Wikipedije v slovenščini. Preden postavite vprašanje, preglejte arhivirane teme. Tu ga objavite šele, če v arhivu ne najdete ustreznega odgovora.",1
"Pri objavi komentarjev se podpišite (uporabite ~~~~ ali v urejevalniku kliknite gumb z ikono za podpis).",1
"a ne bo Jernej spet prvi kot lani, želim vsem uporabnikom slovenske wikipedije in sestrskih projektov, še posebej aktivnim, v novem letu 2025 veliko sreče in še več zdravja.",1
"rečno in zdravo 2025 torej, pa veliko navdiha za delo vsem želim.",1
", od tega 4474 v imenskem prostoru člankov in 4530 preusmeritev, za kar smo porabili (po grobi oceni) več kot 11.000 ur.",1
"Najaktivnejši uporabniki so bili:Poleg tega smo v preteklem letu izglasovali 28 slik in 13 člankov za izbrane.",1
"Natečaj Wikimedia CEE Pomlad je bil za kakšno tretjino obsežnejši kot leto poprej, Wiki Loves Monuments pa je lani miroval.",1
"rečiščen seznam.",1
"– Top pageviews statistics.Vesel dan javne domene, kdor praznuje.",1
"Med slovenskimi avtorji, čigar dela od danes niso več avtorskopravno zaščitena, so:Od svetovno znanih ustvarjalcev so taki Brata Lumiere in Henri Matisse.",1
"70 let je preteklo tudi od smrti Fride Kahlo, toda avtorske pravice v Mehiki potečejo 100 let po smrti avtorja.",1
"edtem, ko se wiki.sl trudimo, da bi imeli vsaj kakšne vire, je angleško govoreča za korak naprej...",1
"kupnosti predlagam uvedbo dodatnih pravic.",1
"Že več let se slovenska Wikipedija ubada s kadrovsko podhranjenostjo in menim, da je smotrno uvesti nove uporabniške pravice po vzoru večjih (in tudi manjših) Wikipedij.",1
"Predlagam, da se uvede pravice patrulje, vračalcev urejanj, samodejno pregledanih uporabnikov in poplavljalcev.",1
"Vsaka izmed teh naštetih pravic bi lajšala in krajšala nakopičeno delo.",1
"iki, ki morda niso dovolj izkušeni za administratorja, lahko veliko pomagali, v kolikor se jim podeli kakšno izmed teh pravic.",1
"Menim, da so sicer prevedena imena dovolj samorazlagalna, sledi pa utemeljitev in tehnikalije, ki pritičejo.",1
"Ustvarila bi se nova centralna stran za podelitev pravic ter prevedlo ali napisalo nove smernice za dodatne pravice.",1
"Pravice bi preko nove projektne strani lahko podeljevali birokrati in administratorji. V primeru prekršitev pravil se pravice odvzamejo.",1
"zitiven, sem pripravljen sistem tudi implementirati ali ga po potrebi dati na glasovanje.",1
"Vsekakor dobrodošli h komentiranju, odprt sem za predloge.",1
"o sem za možen vir (prevod knjižice Martina Lutra) na pogovorni strani v sklic <ref...",1
"> dal tudi ISBN 978-961-274-814-2 te knjižice, sem potem v predogledu tudi kliknil na nastalo povezavo, da vidim, če to kam pripelje.",1
"so bile tri možnosti:Nobena od njih mi ni dala zadetka.",1
"Za prvi dve je najbolj verjetno, da te knjige v svojih knjižnicah ne najdeta.",1
"Oops, something went wrong | WorldCat.",1
":isbn:9789612748142Dobi pa zadetek (najde knjigo), če grem v Advanced Search in na strani z izbirami v prvi vrstici izberem ISBN ter v naslednjem polju pustim le ISBN številko.",1
"Morda lahko kdo od vas najde, kako s parametri v naslovni vrstici doseči isto (jaz sem npr.",1
"v predogledu tega sporočila poskusil z = namesto :, neuspešno).",1
".",1
"Potem sem poskusil še tako, da sem tiste tri vrstice prekopiral iz strani Knjižni viri v to temo (s ```spremeni v vikibesedilo```) in tam na povezavi v parametru q=pustil le številko (umaknil isbn: pred njo).",1
"V predogledu klik na tako tukaj spremenjeno tretjo vrstico zdaj še vedno da OOOPS...",1
"sporočilo, a je v iskalnem polju že samo številka, po kateri po le kliku na gumb za iskanje (gumb z lupo) iskalnik takoj najde knjigo (če je številka pravilna).",1
"k (ali pa vsaj namig kako to trenutno dela in se obide Ooooops...",1
"in prčkanje po Advanced search) dobrodošel, zlasti za novince.",1
"Kje se mu pa zatakne, da še vedno dobi začetni ooops, pa ne uganem.",1
"a spisku novih strani je moč opaziti porast rabe generativne umetne inteligence ter obsežnih jezikovnih modelov (LLM).",1
"jkanja virov.",1
"Če jih navedem samo nekaj:Na Wikipedija:Uporaba umetne inteligence sem pripravil predlog postopanja, v katerem orišem, zakaj je uporaba LLM težavna za WP projekt in kodificiram nadalnje ukrepe skupnosti ter administratorjev.",1
"Poskusil sem zaobjeti tako objektivne razloge za prepoved, predvsem slabosti LLMjev, kot tudi navodila za postopanje pri generaciji tovrstnih besedil.",1
"Uvedel bi tudi nekaj predlog: {{AI generirano}}, {{uw-ai1}} in {{uw-ai-ustvaritev}}.",1
"v skripti AFCH (avtor @GeographieMan, bi morda šlo?) za zavrnitve osnutkov, ki niso bili pregledani s strani človeka po ustvaritvi z AI orodjem.",1
"Smernico bom v kratkem še dopolnjeval, vsekakor pa sem odprt za predloge in komentarje.",1
"e strinjam s smernicami. Zaenkrat UI ne zna izbirati ustreznih/merodajnih referenc in zato tudi ne razume, kakšno besedilo sestavlja - pač tisto, ki je na spletu na voljo- na voljo pa je marsikaj.",1
"sveti``` bi sicer dodal empirično mnenje, da:lp.",1
"Kakorkoli, vprašanja so:thx.",1
", lp.",1
"he answers provided by ChatGPT are not automatically in the public domain, but OpenAI grants you permission to use and share the content generated by ChatGPT, including for publishing on Wikipedia, as long as you comply with applicable laws and OpenAI’s Terms of Use.",1
"hatGPT: Ali lahko ChatGPT vsebino objavim na Wikipediji?Key Considerationsthx.",1
"aredil sem še BŽO Marko Grobelnik, po zgornjih navodilih: skico je naredil UI, potem pa sem pregledal vire, če česa nisem mogel najti na spletu, sem enostavno izbrisal iz članka.",1
"Tako je brez elementa ```izvirnega raziskovanja```.",1
"Zporedje besed je morda še na kakšnem koncu podobno izvirniku v AI, ampak to je pmm brezpredmetno.",1
"iziramo nastalo vsebino.",1
"Sigurno bi koristila kakšna aplikacija za iskanje relevantnih virov glede na trditve v besedilu.",1
"Kot kaže, je res ustrezno, da besedila UI jemljemo z rezervo.",1
"ChatGPT dobro simulira pametnega sogovornika, a besedil ne razume, zato se v njih izgubi.  Hvala za pomoč in brainstorming.",1
"lp.",1
"k, velja.",1
"r so malo drugačni algoritmi. V generiranih besedilih je res najti veliko protislovij, ravno zato, ker UI očitno definicij pojmov še ne upošteva dovolj (ali pa ne zmore najti prave reference za definicijo, sploh na področju družboslovja).",1
"Hvala, lp.",1
"ear All,We’re happy to announce the launch of Wiki Loves Ramadan 2025, an annual international campaign dedicated to celebrating and preserving Islamic cultures and history through the power of Wikipedia.",1
"ve contributor to the Local Wikipedia, you are specially invited to participate in the launch.",1
"This year’s campaign will be launched for you to join us write, edit, and improve articles that showcase the richness and diversity of Islamic traditions, history, and culture.To get started, visit the campaign page for details, resources, and guidelines: Wiki Loves Ramadan 2025.Add your community here, and organized Wiki Loves Ramadan 2025 in your local language.",1
"Wikipedian, your contributions matter. Together, we can ensure Islamic cultures and traditions are well-represented and accessible to all.",1
"Feel free to invite your community and friends too.",1
"Kindly reach out if you have any questions or need support as you prepare to participate.",1
"For the International Team 13:08, 16. januar 2025 (CET)Nekoga, ki ima pravico do preimenovanja strani Posebno:...",1
"i, na katere se nič ne povezuje.",1
"Po naslovu v URL-ju (DeadendPages) sklepam, da bi tukaj morale biti naštete strani, s katerih se nič ne povezuje naprej.",1
"Za strani, na katere se nič ne povezuje, obstaja druga posebna stran.Fino bi bilo, da se tudi ostale posebne strani prestavijo na slovenske naslove – recimo Posebno:Nearby, ki je v mobilni različici strani kar izpostavljena, na Posebno:Bližnje, in tako dalje.",1
"i projekt Digitrajni učitelj je zamrlo (glej Wikipedija:Pod lipo/Arhiv-2023-12-19#Projekt Digitrajni učitelj), lani na jesen pa se je ministrstvo ponovno oglasilo in z Jernejem sva preko Zooma sodelovala pri uvodnem viharjenju.",1
"Da reč ne bi spet zaspala, vabim vse, ki ste se na to temo že oglašali, in morebitne nove interesente, da tule predlagate predavanja oziroma delavnice, ki bi jih bili pripravljeni izvesti za Ministrstvo za vzgojo in izobraževanje, po možnosti s številom ur.",1
"elje seznanili z naravo wikiuniverzuma, ublažili njihov odpor do wikijev, jih usposobili za pametno uporabo informacij, ki jih najdejo na Wikipediji, in morda celo koga nagovorili za poseganje vanjo.",1
"Tule je nekaj možnih naslovov, zapišite se pod teme, ki vas zanimajo, oz.",1
"podaljšajte seznam z dodatnimi ter po potrebi spremenite zaporedje.",1
"naslovi v stilu julij 2007. Sklepam, da gre za rubriko nekdanje glavne strani ```V novicah```, a so te strani v napačnem imenskem prostoru. Ker ne zadostijo kriterijem pomembnosti sami po sebi, predlagam, da se jih premakne v imenski prostor Wikipedije, npr.",1
"ozdravljeni Wikipedians,Apologies, as this message is not written in your native language.",1
"Pomagajte prevesti v vaš jezik.",1
"be enabling dark mode here on your Wikipedia by February 2025 now that pages on your wiki have passed our checks for accessibility and other quality checks.",1
"The plan to enable is made possible by the diligent work of editors and other technical contributors in your community who ensured that templates, gadgets, and other parts of pages can be accessible in dark mode.",1
"For context, the Web team has concluded work on dark mode.",1
"some wikis, the option is not yet available for logged-out users, this is likely because many pages do not yet display well in dark mode.",1
"As communities make progress on this work, we enable this feature on additional wikis once per month.",1
"If you notice any issues after enabling dark mode, please create a page: Reading/Web/Accessibility for reading/Reporting/xx.",1
"wikipedia.",1
"org in MediaWiki (like these pages), and report the issue in the created page.",1
"ear Wiki Community,You are humbly invited to organize the Feminism and Folklore 2025 writing competition from February 1, 2025, to March 31, 2025 on your local Wikipedia.",1
"culture theme on Wikipedia.",1
"You can help Wikipedia's coverage of folklore from your area by writing or improving articles about things like folk festivals, folk dances, folk music, women and queer folklore figures, folk game athletes, women in mythology, women warriors in folklore, witches and witch hunting, fairy tales, and more.",1
"Users can help create new articles, expand or translate from a generated list of suggested articles.",1
"communities for the project:This year, the Wiki Loves Folklore Tech Team has introduced two new tools to enhance support for the campaign.",1
"These tools include the Article List Generator by Topic and CampWiz.",1
"The Article List Generator by Topic enables users to identify articles on the English Wikipedia that are not present in their native language Wikipedia.",1
"ly, users have the option to download the list in both CSV and wikitable formats.",1
"Notably, the CampWiz tool will be employed for the project for the first time, empowering users to effectively host the project with a jury.",1
"Both tools are now available for use in the campaign.",1
"Click here to access these toolsLearn more about the contest and prizes on our project page.",1
"Feel free to contact us on our meta talk page or by email us if you need any assistance.",1
"omagajte prevesti v vaš jezikDear Wiki Community, You are humbly invited to participate in the Wiki Loves Folklore 2025 an international media contest organized on Wikimedia Commons to document folklore and intangible cultural heritage from different regions, including, folk creative activities and many more.",1
"It is held every year from the 1st till the 31st of March.",1
"can help in enriching the folklore documentation on Commons from your region by taking photos, audios, videos, and submitting them in this commons contest.You can also organize a local contest in your country and support us in translating the project pages to help us spread the word in your native language.",1
"Feel free to contact us on our project Talk page if you need any assistance.",1
"i]Ker sem pred nekaj leti predstavil wikipedijo na Radiu Rogla, kot »Neverjetni Štajerc«, so me danes ponovno kontaktirali, tokrat z Radia Maribor.",1
"Ker ne živim več na štajerskem koncu, sem žal moral njihovo ponudbo zavrniti. W V naslednjem tednu bi namreč želeli, da bi nekdo od wikipedistov opravil kratko predstavitev Wikipedije v živo, v oddaji Dobro jutro.",1
"ovinar je danes tudi mene klical.",1
"Če bi bil kdo pripravljen, naj pove prosim še danes.",1
"temi Pogovor o Wikipediji:Odmevnost#Smernica daje prednost odmevnosti v medijih poteka razprava o uvedbi novega kriterija za pomembnost profesorjev in drugih akademikov.",1
"pomoč pri prevajanju predloge en:Template:Infobox rail line, ki jo potrebujem za članke o linijah in postajah podzemne železnice v Moskvi, Sankt Peterburgu in mogoče še kje.",1
"peskovniku sem pripravil posodobljeno verzijo, ki vključuje vse parametre iz slwiki in enwiki. Primer uporabe.",1
"Bi bil bolj primeren izraz Obročasta linija (vsebinski prevod) ali Krožna linija (zveni lepše).",1
"Dodatno vprašanje je, če so bolj primerne transliteracije, npr.",1
"SokolničeskaJA linija ali prevodi npr.",1
"Hvala za nasvete že vnaprej.",1
"e eno vprašanje glede železniških prevodov.",1
"jih treh tednih Matej Frančeškin in Marko3 kar dvakrat imela svoje članke v rubriki Ali ste vedeli?, jaz pa niti enkrat, kljub 11 kakovostnim prevodom.",1
"Lepo bi prosil, če mi kdo pojasni logiko pri izboru člankov.",1
"Hvala.",1
"apovedujem letošnji natečaj CEE Pomlad, ki ga bova tudi letos organizirala z Upwinxp-jem.",1
"Kot običajno bo potekal od 21. marca do konca maja.",1
"tednih.",1
"S: že zdaj vabljeni k dopolnjevanju seznama slovenskih tem za ideje drugim.",1
"Zaželene so take, o katerih obstaja soliden članek v angleščini in obenem niso že pokrite v več kot 10 jezikih iz regije.",1
"EE Hub Microgrant programme is open for submissions from the communities across Central and Eastern Europe (as well as Central Asia, and Farsi contributors that live in these regions).",1
"grant programme will fund projects ranging from 50 to 700 EUR.",1
"Please read the criteria and other details with the programme.",1
"Application form is accessible on the Meta page where you will need to answer a few simple questions.",1
"You can find a list of the applications for the programme from 2024 on this page, so you will get a sense of what other communities asked for funds.",1
"If you have any questions, please let us know (contact us).",1
"reberite to sporočilo v drugem jeziku • Pomagajte prevesti v vaš jezikFundacija Wikimedija bo preklapljala promet med njenimi podatkovnimi centri. To omogoča, da bodo Wikipedija in drugi Wikimedijini projekti ostali online tudi v primeru izpada.",1
"Ves promet bo preklopljen v 19 marca Preizkus se bo začel ob 14:00 UTC.",1
"Zaradi omejitev programja MediaWiki se bodo tekom testiranja ustavila vsa urejanja.",1
"bodoče.",1
"Pol ure pred pričetkom preklopa bo na vseh wikijih prikazana pasica.",1
"This banner will remain visible until the end of the operation.Vse wikije boste lahko, za kratek čas, samo brali, ne pa tudi urejali.Drugi učinki:Ta dogodek se lahko prestavi, če je potrebno.",1
"Urnik lahko preberete na wikitech.wikimedia.",1
"org.",1
"Kakršnekoli spremembe bodo objavljene v urniku.",1
"S: Seznam za prijavo je tukaj.",1
"To je minimum, seveda pa bo zelo dobrodošlo, če boste svoje prispevke sami označevali po navodilih na strani Statistika in jih vpisovali v seznam - da z Upwinxp ne zgrešiva česa.",1
"rosim skupnost, če malo pokomentira trenutne predloge za brisanje, da lahko kakšnega tudi zapremo.",1
"Enega izmed adminov bi tudi prosil, če jih zapre (da ne bom jaz imel konflikta interesov).",1
"``` citati med besedilom v mojem članku Uporabnik:Blueginger2/peskovnik3. Med sklici na koncu besedila se ne izpiše nič.",1
"https://sl.",1
"org/w/index.",1
"Foundation Annual Planning Workshop focused on global trends that are affecting our movement.",1
