"Po nekaj mesecih, popolnoma spremenjenem načinu življenja, so moje zdravstvene ugotovitve doživele razcvet.",1
"Ginekolog pravi: ```Vaši rezultati zdaj ne kažejo ničesar, kar bi me skrbelo.",1
"Urolog pojasni: ```To je varikokela.",1
"Gre za krčne žile v mošnji, vrečki, ki drži moda.",1
"Potrebovali boste operacijo.",1
"Ne morem napovedati, kaj bo to pomenilo za otroke.",1
"Pojavil se je kanček upanja.",1
"Operacija je bila hitro končana.",1
"Mož si je hitro opomogel, zdravnik pa mu v smehu reče: »Bo, bo, želim vam srečo.",1
"Samo sprostite se.",1
"Spet sva med štirimi stenah, sama, brez velike družine, o kateri sva sanjala.",1
"Nič se ne zgodi. Meseci minevajo ...",1
"Še eno leto in od vsega počasi dvigujeva roke.",1
"Maj 2014 je prinesel strašne poplave, a tudi čudež.",1
"Menstruacija mi zamuja.",1
"Pet dni. Deset.",1
"O, moj bog, spet je šlo kaj narobe.",1
"Nimam moči za še en preizkus.",1
"Ampak moram.",1
"Spet me žene ta nora radovednost.",1
"Kontrolna črtica rdeči. Izstopim iz stranišča in spet pogledam test. Rdeči še druga.",1
"Ta krik je zbudil Borika.",1
"Ne verjamem.",1
"Spet gledam.",1
"Spet sva začela plaho načrtovati. Dnevi minevajo.",1
"Začne se premikati. Skupaj poslušava.",1
"Udarci postanejo močnejši. Ona raste.",1
"Mora biti upanje, prebujanje, neko vodilo.",1
"Prišel je januar.",1
"Čudovita zdravnica datuma poroda ni zadela, ker je začela mala trmariti. Ne bo šla ven.",1
"Predzadnji dan januarja 2015. To je tisto.",1
"Grem v porodno sobo.",1
"Čudovite babice UKC RS me ne zapustijo niti za trenutek.",1
"Ampak ne bo šla ven.",1
"Nujni carski rez, krvavitev, šibek srčni utrip ...",1
"Zbudim se na intenzivni negi. Infuzije ...",1
"prejemam kri ...",1
"```Ne skrbite, lepa je.",1
"Znova se zbudim.",1
"Tretje nadstropje.",1
"Dan je.",1
"Ne odpovedujte se lastnim željam, življenju, sebi. Ne izgubite upanja.",1
"Vir: lolamagazin.",1
"com na Ringeraja.",1
"Semenčice namreč preživijo 4-5 dni, jajčece pa živi le 24 ur po sprostitvi iz jajčnika.",1
"Ovulacija nastopi, ko se jajčece, ki je dozorevalo v jajčniku, izloči ter prične svojo pot po jajcevodu v maternico.",1
"To je čas, ko je ženska plodna in ko lahko nezaščiteni spolni odnosi 4-5 dni pred tem in 24 ur po ovulaciji povzročijo nosečnost.",1
"V tem času je možna oploditev, v kolikor do te ne pride, pa se odmrlo jajčece skupaj z maternično sluznico izloči - menstruacija.",1
"čunate tako, da od prvega dneva nasledje menstruacije odštejete 12 – 16 dni (pri 28 dnevnem ciklusu nastopi ovulacija 14 dan po začetku menstruacije), ali pa preprosto uporabite naš ovulacijski koledarček.",1
"1. Izcedek iz nožnice (cervikalna sluz) – na začetku ciklusa (takoj po koncu menstruacije) je moten, lepljiv, gost ter ga je malo, vendar s približevanjem plodnemu obdobju postaja obilnejši, se zbistri in postane vlečljiv.",1
"Zadnji dan vlečljivega izcedka je ženska najbolj plodna, takrat nastopi ovulacija.",1
"Naloga izcedka je, da olajša semenčicam prehod v maternico.",1
"embno, da si nekaj časa zjutraj redno merite temperaturo in si jo zapisujete v tabelo (graf).",1
"Po nekaj mesecih rednega merjenja bazalne temperature bo dan povišane temperature znan in s tem čas ovulacije (2-3 dni prej).",1
"Merjenje bazalne temperature: Bazalna temperatura se meri takoj zjutraj po prebujenju (preden sploh vstanete s postelje ali se pretegnete) po vsaj 6 urnem mirnem spanju pod jezikom ali v danki. Meri naj se vsak dan ob enakem času.",1
"4. Ovulacijski testi – ugotavljajo povečano količino luteinizirajočega hormona (LH) v urinu, ki ga tvorijo možgani in povzroči ovulacijo.",1
"Ti testi so bolj natančni od merjenja telesne temperature in lahko napovejo ovulacijo do 36 ur prej, vendar pa niso stoodstotni. Napovejo lahko tudi lažno sprostitev jajčeca, saj podajo samo negativen ali pozitiven rezultat, ne pa vrednosti, možno pa je, da LH naraste tudi brez ovulacije.",1
"Uporaba zelišč je stara toliko kot človeštvo.",1
"Poleg tega so iz rastlin izdelovali tudi bivališča, oblačila, orodje, orožje, posodo ...",1
"Z uporabo zelišč v zdravilne pa tudi čarovne namene so se nekoč ukvarjali samo posebni, izbrani ljudje, ponekod imenovani tudi šamani, vrači, magi, čarovniki, coprniki in podobno.",1
"Njihovo znanje se je prenašalo iz roda v rod najprej ustno, nato pa tudi pisno.",1
"No, z razvojem pa se je razvijalo in širilo tudi znanje o uporabi zelišč.",1
"Pa vendar so v času pregona čarovnic zeliščarke preganjali in tudi kaznovali s smrtjo v ognju, naravna zdravila pa ob boku farmacevtskih pripravkov tudi danes ne dobijo svojega pravega mesta.",1
"V času preganjanja čarovnic in tudi zeliščarjev se je veliko starega znanja o uporabi rastlin izgubilo ali pa je potonilo v ilegalo.",1
"Na bolj odročnih in manj naseljenih krajih so sicer še vedno živeli ljudje, ki so imeli ta znanja in jih ohranjali predvsem znotraj družine.",1
"Pa vendar je v zadnjem času opazen trend povečanega zanimanja za zeliščne pripravke.",1
"Po mojem mnenju to sovpada z zavedanjem o pomembnosti preventivnega varovanja zdravja ter skrbjo za ohranjanje čiste in zdrave narave.",1
"Sicer se tudi danes še vedno najdejo skeptiki, ki dvomijo v moč zeliščnih pripravkov, toda veliko večino ljudi, ki jih srečujem, zanimajo zdravilne moči zelišč.",1
"Prihajam iz kmečke družine, kjer je bila uporaba zelišč v preventivne namene nekaj običajnega.",1
"Ko sem si ustvarila svojo družino, smo živeli na majhni kmetiji v hriboviti vasici, dokaj daleč od zdravstvenega doma.",1
"Tašča je imela na vrtu meliso in poprovo meto, po bregovih je bilo veliko rmana, trpotca, šentjanževke in materine dušice.",1
"Vsa ta zelišča so me tako počasi »posrkala vase«.",1
"No, ko sem ostala brez službe, pa sem se odločila, da se podam na profesionalno pot v zeliščarstvu.",1
"Z zelišči je zares treba ravnati predvidno, saj lahko iz njih pripravimo zelo močne zeliščne ```napoje```.",1
"Moram priznati, da je iz starih zapisov možno razbrati, da so bila včasih veliko bolj zaželena zelišča za splav kot pa za zanositev.",1
"No, narava ima v svoji zakladnici tudi za to področje par rastlin, ki lahko pomagajo.",1
"Pri težavah z zanositvijo je najbolj učinkovita krvomočnica ali smrdljička, ki med drugim spodbuja prekrvavitev maternice.",1
"Čajno mešanico pripravimo tako, da vzamemo enako količino prej naštetih posušenih zelišč, jih dobro premešamo in iz njih pripravimo poparek.",1
"Ta čaj naj uživata oba partnerja zjutraj in zvečer po eno skodelico, počasi oziroma po požirkih deset minut.",1
"Res je, nosečnice morajo biti pri izbiri zelišč zelo previdne, posebno če so bile prisotne težave z zanositvijo.",1
"Za lažji porod pa lahko po 32. tednu nosečnosti začnejo uživati čajno mešanico, ki olajša porod.",1
"Sestavljajo jo malinovi listi, melisa, plahtica, plodovi kopra in rman.",1
"Ta čaj za lažji porod naj nosečnica pije po dve skodelici na dan (zjutraj in zvečer), počasi in po požirkih.",1
"Če pa porod zamuja, si lahko nosečnica po roku poroda pripravi vodno in parno kopel.",1
"Takšno kopel pripravimo tako, da v primeren lonec nalijemo dva litra vode, ki jo zavremo, nato pa dodamo tri do štiri velike žlice senenega drobirja.",1
"Drobir naj vre tri minute, nato pa posodo z drobirjem postavimo v straniščno školjko ali bide ter se previdno namestimo nad njim tako, da para prodira v nožnico.",1
"Para kopeli senenega drobirja bo zmehčala maternično ustje in odprla porodno pot.",1
"V času dojenja morajo mamice piti dovolj tekočine.",1
"Za takšno čajno mešanico za več mleka potrebujete meliso, janež, kumino, majaron, kamilico in koper.",1
"Pri kolikah je dojenčku čaj proti kolikam potrebno dajati po žličkah.",1
"Pripravimo ga iz plodov kopra, kumine, janeža in kamilice.",1
"Kolike lahko ublaži tudi masaža dojenčkovega trebuščka s posebnim oljem za masažo.",1
"Olje za masažo dojenčkovega trebuščka pripravite tako, da v 20-mililitrsko stekleničko nalijete olivno olje in mu dodate tri kapljice eteričnega olja brinovih jagod.",1
"Vsebino olja pred vsako uporabo dobro pretresite, nato si na roko nakapljajte par kapljic te oljne mešanice, jih razmažite po dlaneh in nato nežno zmasirajte trebušček dojenčka.",1
"S pravimi zelišči pa lahko krepimo zdravje prav vseh družinskih članov, ne le dojenčkov.",1
"Poznamo kar nekaj zelišč, ki jih lahko pijemo vsak dan in si s tem krepimo zdravje.",1
"Iz teh zelišč si lahko pripravimo različne čajne mešanice, pri čemer vedno uporabimo tri do pet zelišč za eno čajno mešanico.",1
"Ko se odpravite nabirat zdravilna zelišča, vzemite otroke s seboj.",1
"Naj spoznajo, kako je videti posamezno zelišče, kje raste, kako ga pravilno utrgati in čemu je namenjeno.",1
"Pri tem seveda velja, da vse druge okoliške rastline čuvamo in jih ne uničujemo.",1
"In vedno naberemo samo toliko zelišč, kot jih bomo porabili zase, pri tem pa vendarle pustimo dovolj rastlin, da se bodo lahko še naprej razmnoževale.",1
"Včasih se lahko po cepljenju otroka pojavijo neželeni učinki. Ti so običajno blagi in hitro minejo.",1
"Po drugem ali tretjem mesecu otroka premaknite na tla.",1
"Porodne babice so velik del mojega življenja.",1
"Da bi babice znale izbirati v dobro družin, si želim vsak dan, ne le na dan babic.",1
"Porodne babice so velik del mojega življenja - zaradi odločitve, da bom imela otroke in kasneje še zaradi odločitve, da se karierno podam v obporodni svet.",1
"Prva babica, s katero sem imela stik, me je sprejela v kranjski porodnišnici. Zdaj dela v ambulanti moje ginekologinje.",1
"Niti približno se ne zaveda, kako me stisne v želodcu čisto vsakič, ko vidim njene svetle skodrane lase, ker mi je pri mojem prvem porodu, ko me je bilo najbolj strah, brez kakršnegakoli občutka ali nasmeška grobo zarinila roko v nožnico.",1
